Date,Territory,Region,Category,Product,Value,Volume,Customer_Segment
07-04-2025,Chennai,North,D,P1,77342,10,Online
18-06-2025,Delhi,North,C,P2,4704,20,Wholesale
18-06-2025,Bangalore,North,D,P6,63795,168,Wholesale
31-05-2025,Delhi,North,B,P4,86398,488,Online
12-03-2025,Bangalore,North,B,P1,92839,113,Online
03-01-2025,Mumbai,South,B,P4,33734,29,Wholesale
10-11-2025,Mumbai,North,E,P2,35744,113,Retail
01-02-2025,Mumbai,North,A,P5,18396,350,Online
14-10-2025,Bangalore,North,E,P6,27914,164,Online
23-03-2025,Delhi,West,C,P1,3693,32,Retail
12-02-2025,Chennai,West,A,P4,31296,326,Retail
26-01-2026,Chennai,South,B,P2,4038,125,Retail
15-04-2025,Mumbai,North,B,P5,22246,403,Retail
01-01-2025,Chennai,North,B,P1,30405,351,Online
02-03-2025,Bangalore,West,D,P2,18787,353,Retail
27-09-2025,Delhi,North,C,P1,47061,452,Retail
29-06-2025,Chennai,South,E,P1,32554,331,Retail
12-08-2025,Chennai,North,C,P3,70713,454,Wholesale
06-01-2025,Delhi,South,D,P4,5084,140,Online
13-04-2025,Chennai,West,D,P3,50783,37,Online
10-01-2025,Delhi,South,C,P1,24888,174,Retail
12-03-2025,Bangalore,South,D,P2,1781,31,Online
31-03-2025,Bangalore,South,A,P4,34551,401,Retail
14-08-2025,Bangalore,South,B,P2,90370,132,Online
07-06-2025,Mumbai,South,E,P2,47826,143,Retail
16-08-2025,Bangalore,South,D,P6,75148,230,Online
09-02-2026,Chennai,South,E,P5,40904,173,Wholesale
06-05-2025,Mumbai,South,B,P1,94244,140,Wholesale
20-03-2026,Mumbai,South,C,P2,54109,74,Retail
28-07-2025,Mumbai,West,B,P1,53627,262,Retail
07-04-2025,Bangalore,South,E,P3,5888,150,Online
15-03-2025,Mumbai,South,A,P6,32921,318,Wholesale
25-04-2025,Bangalore,North,C,P6,7713,297,Retail
10-07-2025,Bangalore,North,D,P3,93580,479,Online
19-06-2025,Mumbai,North,A,P2,56428,400,Wholesale
03-11-2025,Mumbai,South,B,P6,24349,456,Wholesale
24-03-2026,Chennai,West,E,P1,18672,231,Online
23-07-2025,Mumbai,West,E,P5,62261,174,Online
25-02-2025,Bangalore,North,E,P4,8456,446,Online
27-07-2025,Chennai,North,B,P3,99268,442,Retail
10-02-2025,Chennai,South,C,P3,75821,420,Wholesale
01-02-2025,Bangalore,West,D,P5,88546,387,Retail
15-01-2025,Mumbai,West,A,P2,24608,29,Online
03-03-2025,Mumbai,North,B,P3,58881,131,Retail
04-06-2025,Delhi,West,E,P3,81550,307,Online
11-10-2025,Mumbai,North,D,P4,59862,266,Retail
28-07-2025,Delhi,North,E,P5,44439,46,Retail
16-11-2025,Chennai,South,B,P5,16554,224,Online
06-07-2025,Chennai,North,E,P1,36887,85,Retail
18-03-2026,Chennai,South,B,P5,1173,134,Online
10-05-2025,Delhi,West,E,P6,93511,108,Wholesale
07-05-2025,Bangalore,West,B,P4,82867,160,Wholesale
19-10-2025,Bangalore,North,E,P6,50549,108,Wholesale
24-04-2025,Chennai,North,D,P5,50916,220,Wholesale
18-07-2025,Delhi,South,D,P1,68843,196,Wholesale
13-01-2025,Delhi,South,E,P4,35558,222,Retail
28-09-2025,Chennai,West,E,P3,61926,362,Wholesale
30-03-2025,Mumbai,West,B,P2,9565,445,Wholesale
03-08-2025,Chennai,North,B,P3,51938,492,Retail
20-03-2026,Delhi,North,B,P1,40554,209,Wholesale
05-10-2025,Mumbai,South,C,P4,83946,320,Wholesale
23-03-2026,Bangalore,North,E,P3,67172,448,Retail
19-04-2026,Mumbai,South,E,P1,30944,220,Retail
22-07-2025,Bangalore,West,E,P6,36279,39,Online
15-03-2025,Delhi,West,E,P3,42932,330,Online
25-01-2025,Chennai,North,B,P2,69754,1,Online
11-04-2025,Chennai,South,B,P6,96525,179,Retail
25-06-2025,Chennai,North,C,P3,70256,95,Online
03-03-2026,Chennai,North,B,P3,76885,250,Retail
27-04-2025,Chennai,South,E,P3,98926,224,Wholesale
15-06-2025,Delhi,North,E,P1,44620,310,Online
10-02-2025,Delhi,South,A,P4,66139,404,Wholesale
05-03-2026,Chennai,South,B,P5,90206,349,Retail
10-12-2025,Mumbai,North,A,P1,66589,293,Retail
28-02-2026,Chennai,South,E,P6,85507,121,Retail
01-01-2026,Bangalore,West,B,P5,70057,186,Wholesale
30-04-2025,Bangalore,West,E,P6,36071,217,Wholesale
07-04-2025,Bangalore,West,A,P5,55427,486,Wholesale
25-05-2025,Bangalore,West,A,P3,46080,1,Online
04-08-2025,Chennai,North,D,P6,64741,54,Retail
17-08-2025,Bangalore,West,D,P2,31554,463,Wholesale
09-11-2025,Mumbai,West,B,P5,91830,482,Online
10-05-2025,Chennai,West,B,P6,61080,87,Wholesale
18-12-2025,Bangalore,West,B,P6,65431,477,Retail
12-01-2026,Chennai,North,B,P5,3427,114,Online
14-11-2025,Chennai,West,B,P3,32970,397,Online
17-04-2026,Chennai,South,B,P2,99720,258,Online
17-05-2025,Delhi,South,B,P3,30163,40,Online
20-11-2025,Bangalore,North,A,P5,89602,440,Online
03-12-2025,Delhi,North,A,P6,3277,325,Online
30-09-2025,Mumbai,North,A,P1,66403,22,Retail
27-04-2025,Mumbai,West,E,P6,60399,59,Retail
02-11-2025,Delhi,North,C,P5,48293,311,Online
03-01-2026,Bangalore,West,E,P1,13659,271,Retail
04-04-2025,Chennai,North,B,P4,36749,121,Retail
17-06-2025,Mumbai,South,C,P2,32602,205,Wholesale
18-03-2026,Mumbai,South,A,P6,85995,119,Wholesale
22-07-2025,Mumbai,West,A,P4,75927,158,Wholesale
07-12-2025,Bangalore,North,D,P3,85420,153,Online
29-05-2025,Delhi,South,B,P5,45943,341,Wholesale
06-02-2026,Delhi,West,B,P4,89209,337,Retail
02-07-2025,Bangalore,South,D,P2,22752,484,Wholesale
17-02-2026,Mumbai,North,E,P1,30612,423,Online
01-06-2025,Bangalore,West,D,P1,9977,34,Online
15-03-2025,Bangalore,South,B,P3,79727,489,Retail
31-12-2025,Delhi,North,A,P3,61444,98,Retail
05-02-2026,Bangalore,West,D,P5,71804,177,Wholesale
01-10-2025,Bangalore,South,C,P4,63950,437,Wholesale
11-02-2025,Mumbai,South,A,P5,48925,498,Wholesale
31-07-2025,Chennai,West,E,P1,59970,38,Online
11-04-2025,Mumbai,North,A,P1,23062,50,Wholesale
14-02-2025,Delhi,West,E,P6,55083,187,Wholesale
23-03-2025,Chennai,South,A,P4,71347,486,Retail
17-01-2025,Mumbai,South,B,P5,10295,62,Online
14-03-2025,Bangalore,South,E,P3,20544,154,Online
14-01-2025,Bangalore,North,E,P4,9976,66,Retail
09-03-2026,Chennai,South,D,P6,81188,354,Online
06-06-2025,Chennai,South,A,P3,93339,102,Retail
11-08-2025,Bangalore,West,E,P4,13841,233,Retail
12-05-2025,Delhi,South,E,P3,48982,190,Retail
04-12-2025,Mumbai,West,A,P2,21018,100,Wholesale
08-02-2026,Bangalore,South,A,P1,27349,362,Wholesale
11-01-2026,Mumbai,West,C,P6,57724,308,Online
11-01-2026,Mumbai,West,D,P4,12448,190,Retail
16-02-2025,Mumbai,West,E,P6,22795,226,Wholesale
17-04-2025,Mumbai,West,A,P2,15081,365,Online
18-04-2025,Delhi,North,E,P4,12030,324,Online
22-09-2025,Delhi,South,C,P1,24015,331,Retail
24-07-2025,Delhi,North,C,P6,92834,426,Retail
20-03-2025,Bangalore,South,E,P1,49321,141,Online
04-06-2025,Bangalore,West,D,P3,36017,103,Online
28-09-2025,Bangalore,South,B,P6,43056,420,Online
21-04-2026,Delhi,West,E,P1,36447,374,Wholesale
04-09-2025,Mumbai,South,C,P6,30499,453,Wholesale
19-01-2025,Delhi,West,D,P6,12996,359,Online
12-12-2025,Bangalore,South,A,P1,1387,75,Online
12-03-2026,Chennai,South,D,P1,63996,283,Online
26-01-2025,Bangalore,South,D,P5,59976,259,Wholesale
05-08-2025,Mumbai,West,E,P5,79814,379,Retail
03-06-2025,Delhi,South,D,P1,70494,429,Retail
03-06-2025,Chennai,West,A,P6,32707,126,Online
23-06-2025,Chennai,North,E,P6,45899,476,Wholesale
02-04-2025,Mumbai,South,C,P5,80712,291,Wholesale
09-03-2026,Delhi,West,A,P4,16363,165,Online
04-12-2025,Chennai,West,E,P6,19819,398,Online
25-04-2026,Bangalore,West,E,P2,58504,285,Online
30-06-2025,Mumbai,North,B,P2,36469,244,Wholesale
11-05-2025,Chennai,West,A,P5,17879,357,Retail
26-03-2026,Mumbai,North,D,P2,69488,383,Wholesale
25-10-2025,Delhi,North,A,P5,76965,62,Wholesale
02-10-2025,Delhi,West,A,P3,34926,209,Wholesale
30-09-2025,Delhi,South,B,P6,46549,398,Retail
21-02-2026,Bangalore,North,D,P1,25539,415,Retail
17-03-2025,Chennai,West,B,P2,34028,304,Retail
26-06-2025,Delhi,North,B,P1,71509,294,Online
03-07-2025,Bangalore,West,B,P2,81908,183,Retail
15-11-2025,Delhi,West,A,P4,58078,5,Online
11-05-2025,Delhi,North,B,P4,74977,402,Online
29-12-2025,Chennai,West,C,P5,66419,338,Retail
18-02-2025,Bangalore,North,D,P1,70236,143,Online
24-02-2025,Delhi,West,D,P5,58434,435,Wholesale
03-06-2025,Bangalore,South,B,P3,55534,68,Online
21-12-2025,Bangalore,South,A,P5,90748,230,Wholesale
19-07-2025,Delhi,North,E,P6,88889,437,Online
04-11-2025,Delhi,North,E,P6,19853,373,Online
22-12-2025,Mumbai,North,A,P5,33953,489,Retail
08-01-2026,Chennai,North,B,P5,49695,265,Wholesale
28-04-2025,Delhi,South,B,P2,45518,251,Wholesale
20-09-2025,Mumbai,North,C,P2,51388,380,Retail
15-02-2025,Chennai,West,E,P3,42935,403,Wholesale
29-10-2025,Delhi,West,E,P1,82266,409,Wholesale
22-12-2025,Bangalore,North,D,P4,48551,177,Wholesale
04-02-2026,Chennai,West,B,P1,93819,212,Wholesale
12-02-2026,Bangalore,North,A,P4,45849,78,Retail
08-07-2025,Mumbai,West,B,P2,86813,443,Retail
06-11-2025,Delhi,West,B,P5,5013,392,Online
14-11-2025,Mumbai,North,C,P6,48086,457,Retail
09-05-2025,Delhi,North,A,P3,82959,277,Online
18-02-2025,Delhi,South,C,P3,85119,98,Wholesale
25-01-2025,Bangalore,North,C,P6,31190,424,Retail
23-09-2025,Mumbai,South,C,P3,29664,313,Online
28-04-2025,Bangalore,North,C,P1,27196,246,Online
09-04-2026,Bangalore,West,B,P2,6918,59,Wholesale
24-05-2025,Bangalore,South,D,P2,53730,361,Online
18-03-2026,Mumbai,West,B,P5,67165,205,Wholesale
19-07-2025,Delhi,North,C,P6,21657,410,Retail
06-06-2025,Delhi,North,C,P6,89845,170,Wholesale
14-12-2025,Mumbai,North,D,P1,62458,376,Retail
14-05-2025,Delhi,North,E,P5,52820,109,Retail
04-02-2026,Mumbai,South,A,P4,84680,187,Online
28-05-2025,Mumbai,South,C,P2,99706,229,Wholesale
02-12-2025,Delhi,North,C,P3,87532,158,Wholesale
12-03-2025,Chennai,West,B,P6,8649,175,Online
21-08-2025,Bangalore,South,C,P5,90363,61,Wholesale
30-11-2025,Mumbai,West,C,P4,41064,212,Wholesale
26-10-2025,Mumbai,North,A,P3,9821,135,Online
03-06-2025,Chennai,South,B,P3,59849,310,Retail
31-03-2025,Mumbai,South,E,P5,62877,236,Wholesale
30-11-2025,Mumbai,South,C,P5,90684,20,Retail
18-07-2025,Delhi,West,C,P5,46372,272,Online
10-06-2025,Delhi,North,E,P2,29560,2,Online
26-01-2025,Chennai,North,D,P6,89188,394,Retail
01-05-2025,Mumbai,South,E,P6,87909,233,Wholesale
28-10-2025,Bangalore,South,E,P1,42035,244,Retail
31-07-2025,Delhi,North,B,P6,47021,99,Wholesale
04-03-2025,Bangalore,West,E,P5,17230,171,Retail
27-03-2026,Bangalore,South,B,P6,78295,156,Online
12-03-2026,Chennai,West,E,P2,83266,266,Wholesale
09-03-2025,Chennai,West,C,P1,6036,205,Wholesale
10-09-2025,Mumbai,North,C,P4,19561,22,Wholesale
14-02-2026,Chennai,North,D,P1,26237,418,Online
04-04-2026,Delhi,West,E,P2,59719,144,Online
02-01-2025,Mumbai,West,A,P2,13085,72,Wholesale
02-02-2026,Mumbai,North,E,P6,2168,249,Online
18-04-2025,Bangalore,South,A,P1,67020,468,Retail
13-10-2025,Bangalore,West,E,P1,24105,74,Retail
18-02-2025,Bangalore,South,B,P6,45276,55,Online
20-05-2025,Mumbai,West,C,P2,26718,448,Online
06-08-2025,Chennai,North,A,P2,50817,349,Wholesale
13-02-2025,Chennai,South,A,P4,96671,369,Online
21-02-2026,Chennai,North,E,P2,31368,370,Wholesale
26-09-2025,Mumbai,West,C,P2,80360,372,Retail
19-03-2025,Mumbai,North,D,P3,69135,437,Wholesale
04-08-2025,Mumbai,South,A,P3,18578,170,Online
17-01-2026,Mumbai,North,C,P3,17683,414,Retail
08-04-2025,Mumbai,South,C,P5,75941,316,Wholesale
24-08-2025,Chennai,North,A,P6,48395,124,Online
09-10-2025,Mumbai,North,B,P5,51103,216,Online
29-05-2025,Chennai,South,B,P2,98190,258,Online
16-02-2026,Mumbai,South,E,P3,6080,290,Retail
31-10-2025,Chennai,South,E,P6,96116,42,Online
28-02-2026,Delhi,West,C,P4,10853,277,Retail
07-03-2025,Delhi,North,A,P4,57291,290,Online
22-08-2025,Chennai,South,B,P4,5875,288,Online
02-04-2026,Delhi,West,C,P2,67068,414,Retail
28-03-2025,Delhi,West,B,P6,35902,320,Retail
20-03-2025,Chennai,South,A,P3,71412,334,Retail
24-07-2025,Mumbai,South,B,P2,74490,275,Wholesale
06-10-2025,Mumbai,South,D,P2,99210,286,Online
03-12-2025,Chennai,West,E,P4,38421,186,Retail
11-09-2025,Bangalore,West,B,P3,38487,425,Wholesale
31-10-2025,Bangalore,North,A,P5,63648,283,Wholesale
15-01-2026,Delhi,West,A,P1,23433,272,Retail
10-05-2025,Bangalore,South,D,P2,27099,25,Online
25-03-2025,Delhi,North,A,P3,92325,118,Retail
03-10-2025,Mumbai,North,D,P1,76319,89,Retail
06-07-2025,Chennai,North,C,P1,2152,344,Online
15-02-2025,Mumbai,North,B,P5,36256,445,Wholesale
22-01-2026,Chennai,South,A,P5,36949,451,Wholesale
02-07-2025,Bangalore,North,E,P2,92989,344,Online
25-09-2025,Mumbai,South,B,P2,74859,11,Online
23-10-2025,Mumbai,West,D,P3,6194,160,Online
18-11-2025,Delhi,South,B,P5,63667,343,Wholesale
10-04-2025,Chennai,North,B,P6,36751,332,Online
19-03-2025,Bangalore,West,A,P5,7182,103,Retail
29-09-2025,Mumbai,West,E,P6,24842,469,Retail
05-12-2025,Chennai,West,C,P3,84425,165,Online
11-06-2025,Bangalore,North,E,P6,38201,308,Retail
13-02-2025,Mumbai,South,D,P5,89457,162,Online
26-08-2025,Chennai,South,E,P4,71651,85,Wholesale
14-05-2025,Delhi,North,E,P1,11290,218,Wholesale
06-04-2026,Mumbai,North,D,P4,12125,356,Retail
11-07-2025,Chennai,West,E,P1,65206,241,Wholesale
22-12-2025,Bangalore,South,C,P6,7458,434,Online
05-10-2025,Bangalore,North,B,P3,32856,418,Retail
18-01-2025,Delhi,North,C,P3,76890,393,Online
12-01-2025,Mumbai,South,B,P1,15082,466,Online
29-06-2025,Delhi,West,B,P1,16180,492,Online
03-05-2025,Chennai,West,E,P1,45782,298,Wholesale
03-09-2025,Bangalore,West,B,P1,32760,295,Online
10-08-2025,Delhi,South,D,P2,81892,30,Wholesale
08-01-2026,Mumbai,North,C,P5,69416,387,Online
20-02-2025,Chennai,North,B,P5,57525,114,Online
12-03-2025,Mumbai,North,E,P3,70888,120,Wholesale
25-04-2026,Delhi,North,E,P2,65599,380,Retail
17-02-2025,Bangalore,South,E,P1,65885,130,Retail
19-01-2025,Bangalore,West,A,P2,58211,381,Wholesale
19-09-2025,Delhi,West,C,P1,95730,377,Retail
25-03-2025,Mumbai,West,E,P6,24106,195,Wholesale
04-06-2025,Mumbai,West,D,P5,63668,79,Online
22-02-2025,Mumbai,North,E,P1,18206,489,Online
17-04-2025,Mumbai,North,A,P6,8253,451,Wholesale
23-12-2025,Bangalore,South,C,P5,77840,121,Retail
31-10-2025,Mumbai,West,B,P1,91728,486,Retail
15-05-2025,Delhi,North,C,P6,78754,491,Retail
19-03-2026,Delhi,North,B,P3,53765,482,Online
10-03-2025,Delhi,North,B,P5,44288,145,Retail
11-01-2025,Delhi,West,E,P6,33710,191,Online
23-05-2025,Mumbai,North,D,P3,43303,131,Online
11-07-2025,Bangalore,West,D,P2,58560,71,Online
22-01-2026,Chennai,West,E,P1,79950,95,Online
13-01-2026,Mumbai,South,A,P2,88448,266,Online
10-03-2025,Chennai,South,B,P1,58793,115,Wholesale
23-01-2025,Bangalore,West,D,P5,65438,355,Online
30-06-2025,Mumbai,West,C,P1,60065,476,Online
20-10-2025,Chennai,West,A,P6,43239,55,Online
09-01-2025,Bangalore,North,E,P4,59453,247,Wholesale
28-09-2025,Chennai,North,A,P4,21149,148,Retail
22-01-2026,Delhi,North,D,P4,66140,129,Wholesale
03-04-2025,Delhi,South,E,P3,97128,42,Wholesale
30-03-2026,Bangalore,West,D,P4,78046,269,Online
17-01-2025,Bangalore,North,B,P1,26233,8,Retail
03-06-2025,Chennai,North,A,P2,42743,280,Online
09-02-2026,Bangalore,South,B,P3,16049,278,Wholesale
24-11-2025,Delhi,South,C,P5,87518,475,Retail
29-05-2025,Delhi,West,B,P3,59927,175,Wholesale
12-01-2026,Mumbai,West,A,P6,62051,33,Wholesale
24-09-2025,Chennai,North,C,P6,84788,316,Wholesale
26-02-2026,Bangalore,North,D,P2,12497,26,Retail
24-11-2025,Bangalore,North,C,P4,91487,172,Online
16-04-2025,Bangalore,North,A,P2,58403,387,Online
17-04-2026,Chennai,North,E,P3,56883,60,Retail
16-01-2026,Delhi,South,C,P3,41356,478,Retail
04-02-2025,Bangalore,West,D,P3,83576,102,Retail
29-04-2025,Bangalore,South,C,P2,61584,138,Wholesale
14-01-2025,Delhi,West,B,P1,91935,390,Online
14-01-2025,Bangalore,West,E,P1,41910,273,Wholesale
23-09-2025,Mumbai,West,A,P6,50036,187,Retail
20-05-2025,Delhi,South,E,P4,24725,391,Wholesale
21-10-2025,Delhi,North,B,P6,61487,398,Wholesale
30-12-2025,Delhi,West,E,P5,53362,354,Retail
29-04-2025,Mumbai,West,B,P2,14863,120,Retail
26-08-2025,Delhi,South,C,P1,39061,238,Retail
03-02-2025,Chennai,South,A,P4,88071,454,Online
18-06-2025,Chennai,North,B,P5,74323,417,Retail
10-01-2025,Chennai,North,B,P4,21147,338,Online
02-05-2025,Delhi,West,C,P4,17137,454,Retail
05-02-2026,Delhi,South,B,P6,20819,274,Wholesale
25-05-2025,Delhi,North,A,P6,41378,350,Retail
27-03-2026,Mumbai,North,D,P5,98166,452,Wholesale
22-03-2026,Chennai,North,E,P3,61546,409,Wholesale
11-08-2025,Bangalore,South,B,P1,66785,238,Online
06-01-2026,Bangalore,South,E,P1,10352,195,Wholesale
14-09-2025,Delhi,South,E,P5,61926,430,Retail
25-09-2025,Mumbai,South,D,P1,17457,453,Wholesale
25-12-2025,Delhi,South,B,P2,55651,238,Wholesale
04-01-2025,Bangalore,West,A,P2,9975,371,Wholesale
02-03-2026,Chennai,West,B,P2,27902,424,Retail
01-02-2026,Bangalore,South,E,P5,73503,442,Retail
20-12-2025,Chennai,West,C,P6,60029,261,Wholesale
16-04-2025,Chennai,South,D,P4,4943,74,Wholesale
26-03-2025,Mumbai,West,A,P4,71438,45,Online
02-08-2025,Bangalore,West,A,P3,80746,230,Wholesale
01-05-2025,Delhi,North,E,P3,69231,438,Wholesale
12-05-2025,Mumbai,South,A,P2,3692,84,Online
04-12-2025,Chennai,West,E,P2,55020,64,Wholesale
16-07-2025,Bangalore,West,A,P5,54778,362,Retail
19-01-2025,Delhi,North,A,P2,35768,205,Wholesale
10-05-2025,Mumbai,West,E,P2,66916,123,Wholesale
12-01-2025,Delhi,North,D,P2,37924,180,Retail
22-03-2025,Bangalore,West,A,P1,88853,490,Retail
26-11-2025,Delhi,North,B,P4,52132,1,Online
20-12-2025,Mumbai,North,C,P1,36003,222,Online
19-09-2025,Delhi,South,E,P6,85353,484,Online
27-01-2026,Bangalore,South,A,P2,29849,173,Wholesale
05-05-2025,Mumbai,West,D,P2,7141,102,Wholesale
03-11-2025,Chennai,South,B,P1,55206,456,Online
24-09-2025,Mumbai,South,E,P1,6446,73,Retail
23-03-2026,Bangalore,South,B,P5,17497,489,Online
17-03-2026,Delhi,West,C,P5,91319,446,Retail
18-01-2026,Chennai,West,D,P2,93150,46,Online
20-05-2025,Chennai,South,E,P1,50606,417,Online
25-11-2025,Delhi,South,E,P6,65017,421,Wholesale
02-01-2025,Bangalore,West,A,P5,42561,188,Retail
08-01-2025,Mumbai,South,B,P3,43716,119,Online
07-09-2025,Bangalore,North,E,P1,34894,305,Online
19-05-2025,Chennai,West,B,P4,41541,70,Retail
04-05-2025,Mumbai,West,C,P3,50048,145,Wholesale
05-11-2025,Mumbai,North,A,P3,90151,246,Retail
16-08-2025,Delhi,South,C,P6,98557,279,Online
10-01-2025,Bangalore,North,A,P1,74805,165,Retail
14-04-2026,Mumbai,South,A,P6,37898,66,Retail
31-07-2025,Delhi,South,B,P2,56218,338,Retail
22-04-2025,Bangalore,West,A,P4,91699,486,Online
08-01-2025,Chennai,West,C,P5,91538,348,Retail
19-10-2025,Chennai,South,C,P6,60522,14,Wholesale
22-04-2026,Bangalore,North,C,P5,60848,255,Online
28-12-2025,Mumbai,West,B,P2,39326,214,Online
05-04-2026,Mumbai,South,B,P4,98554,385,Wholesale
10-09-2025,Chennai,West,D,P6,80785,107,Wholesale
14-01-2025,Chennai,West,E,P4,36772,298,Online
28-08-2025,Mumbai,West,D,P3,3326,367,Online
14-03-2026,Bangalore,North,D,P3,45751,425,Wholesale
30-08-2025,Chennai,North,A,P4,97515,167,Online
14-04-2026,Mumbai,South,A,P6,34375,172,Wholesale
08-12-2025,Bangalore,North,D,P6,29608,456,Online
29-05-2025,Delhi,South,E,P6,34795,219,Online
24-08-2025,Bangalore,South,D,P1,24738,330,Online
02-11-2025,Mumbai,West,B,P6,60609,418,Retail
23-04-2026,Bangalore,West,C,P1,57154,438,Online
16-06-2025,Mumbai,North,D,P1,68194,174,Retail
20-01-2025,Chennai,South,A,P4,84815,489,Wholesale
04-08-2025,Delhi,South,E,P5,57143,289,Online
09-12-2025,Chennai,West,A,P1,91397,240,Online
15-05-2025,Chennai,West,B,P5,37197,59,Retail
28-01-2026,Mumbai,West,A,P1,47287,165,Wholesale
09-05-2025,Mumbai,North,A,P4,84360,8,Wholesale
14-02-2026,Mumbai,South,E,P1,53755,414,Retail
26-02-2026,Mumbai,South,E,P6,80919,20,Wholesale
21-10-2025,Chennai,South,A,P5,23042,193,Retail
03-09-2025,Mumbai,West,A,P2,17031,119,Online
08-07-2025,Mumbai,North,D,P6,7613,49,Retail
13-02-2025,Chennai,North,B,P5,81867,455,Retail
27-03-2025,Delhi,West,D,P2,30850,255,Wholesale
13-02-2025,Delhi,North,E,P6,15104,314,Online
26-11-2025,Bangalore,North,D,P5,74709,331,Online
10-01-2026,Chennai,South,D,P6,70861,103,Retail
22-03-2026,Mumbai,West,A,P6,45246,446,Wholesale
13-01-2026,Bangalore,West,A,P1,99315,135,Retail
25-01-2026,Delhi,West,B,P1,44620,253,Online
25-05-2025,Delhi,West,C,P5,42645,420,Online
20-02-2025,Chennai,South,C,P1,50393,212,Wholesale
30-08-2025,Mumbai,North,D,P1,16869,97,Online
21-10-2025,Mumbai,North,B,P4,54039,239,Online
12-02-2026,Bangalore,South,B,P3,17596,59,Retail
20-02-2025,Delhi,North,E,P3,32855,418,Retail
23-09-2025,Bangalore,West,A,P6,77649,252,Online
30-04-2025,Bangalore,South,E,P5,14514,471,Wholesale
19-07-2025,Bangalore,South,C,P3,95548,248,Wholesale
09-02-2026,Mumbai,West,B,P2,69644,63,Online
05-09-2025,Delhi,West,C,P5,14955,280,Wholesale
11-03-2025,Bangalore,West,A,P5,55995,189,Online
07-12-2025,Delhi,North,A,P2,28068,393,Online
26-02-2025,Delhi,West,A,P3,81198,407,Retail
17-01-2026,Bangalore,South,C,P2,13206,110,Retail
08-02-2025,Bangalore,North,B,P1,87490,48,Wholesale
17-04-2026,Chennai,North,E,P5,68359,465,Wholesale
16-10-2025,Mumbai,South,B,P4,75633,56,Online
19-03-2026,Delhi,North,B,P2,51353,39,Retail
18-01-2025,Bangalore,West,D,P5,92082,354,Retail
16-03-2026,Bangalore,West,B,P6,8098,390,Retail
08-08-2025,Delhi,West,E,P6,67321,131,Online
09-11-2025,Bangalore,West,D,P5,38282,117,Retail
01-09-2025,Chennai,North,B,P2,53741,486,Retail
18-12-2025,Delhi,South,D,P4,30382,294,Wholesale
05-04-2026,Bangalore,North,B,P5,40970,254,Retail
31-10-2025,Delhi,South,A,P1,94422,136,Wholesale
25-10-2025,Bangalore,South,A,P1,93748,40,Wholesale
10-10-2025,Bangalore,West,B,P1,42573,393,Wholesale
15-03-2025,Mumbai,North,D,P4,56745,335,Online
20-04-2025,Delhi,West,E,P3,56346,320,Wholesale
29-06-2025,Mumbai,North,A,P1,13999,222,Retail
02-03-2026,Bangalore,North,D,P2,1166,177,Retail
01-02-2025,Delhi,West,E,P3,80710,68,Wholesale
22-08-2025,Delhi,North,D,P2,56260,477,Online
09-10-2025,Chennai,West,B,P4,70424,378,Retail
25-01-2025,Chennai,South,A,P1,72854,161,Retail
27-11-2025,Bangalore,West,A,P5,71947,134,Wholesale
06-10-2025,Bangalore,North,A,P1,48125,285,Wholesale
14-08-2025,Bangalore,North,B,P4,79806,19,Online
26-02-2025,Bangalore,South,E,P1,28468,229,Wholesale
29-06-2025,Chennai,South,E,P1,35530,411,Wholesale
20-08-2025,Delhi,South,A,P1,69779,203,Retail
17-01-2026,Mumbai,West,E,P4,33450,234,Wholesale
09-12-2025,Delhi,West,A,P1,8356,9,Retail
22-04-2026,Delhi,North,E,P6,14810,464,Wholesale
14-10-2025,Chennai,South,A,P5,56432,115,Online
05-03-2025,Delhi,South,E,P5,68887,146,Retail
31-03-2026,Delhi,West,D,P3,90361,248,Online
20-08-2025,Bangalore,North,A,P3,40001,397,Retail
16-10-2025,Mumbai,South,A,P3,75109,71,Retail
01-08-2025,Delhi,West,C,P3,86148,81,Online
15-09-2025,Delhi,West,A,P5,7063,457,Wholesale
18-01-2025,Mumbai,South,E,P3,29299,32,Wholesale
24-06-2025,Bangalore,South,D,P2,55678,282,Retail
21-02-2026,Chennai,North,D,P6,82682,362,Online
17-08-2025,Chennai,South,E,P4,4051,180,Wholesale
14-08-2025,Delhi,West,B,P6,60242,150,Wholesale
25-03-2025,Bangalore,South,A,P4,46150,493,Wholesale
18-10-2025,Chennai,South,D,P5,15034,412,Online
11-03-2026,Chennai,North,E,P4,4540,439,Wholesale
05-01-2026,Chennai,West,D,P4,39510,80,Wholesale
03-09-2025,Chennai,South,D,P1,87473,484,Retail
06-02-2026,Chennai,West,E,P3,74277,473,Retail
20-04-2025,Delhi,North,C,P3,58873,284,Online
11-09-2025,Chennai,West,D,P1,78243,29,Retail
29-03-2025,Delhi,South,D,P5,69204,362,Wholesale
13-03-2025,Mumbai,South,B,P2,92773,321,Retail
16-01-2026,Mumbai,North,C,P5,83239,159,Retail
30-01-2025,Bangalore,North,B,P2,2636,94,Wholesale
21-06-2025,Delhi,North,E,P2,45435,104,Wholesale
05-11-2025,Bangalore,West,A,P1,83611,25,Online
29-01-2026,Mumbai,West,E,P5,56587,63,Online
09-12-2025,Mumbai,West,C,P3,97957,244,Wholesale
